"hospital_name","district","nearest_sh","distance_meters"
"Dr. Anita Beniwal","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","3465.74"
"Dr. Arya Homepathic Clinic","Nagaur","Bikaner Ladnu","13.52"
"Dr. Fogatiya","Nagaur","Bikaner Ladnu","11.58"
"Dr. J K Charan Hospital","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","32.83"
"Dr. Kailash Khoja","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","2289.17"
"Dr. Kana Ram Choudhary","Nagaur","Kuchaman Didwana Ladnun","134.33"
"Dr. Mohan Ram Jakhar Hospital","Nagaur","Satur Jahajpura Beawar Mertacityi Merta Road Mundwa","15.36"
"Dr. Pankaj Pandey Eye Hospital","Nagaur","Parbatsar Kinsariya Bidyad Road","169.97"
"Dr. Pradeep Chaudhary","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","1742.53"
"Dr. R.K. Suthar","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","2517.64"
"Dr. Tiwari's Ayurveda Neuro Therapy & Panchkarma Hospital","Nagaur","Parbatsar Kinsariya Bidyad Road","544.93"
"Dr. Tiwari Clinic","Nagaur","Palri Khatu via Manglana Makrana Borawad","422.70"
"Dr. Vikram Singh","Nagaur","Parbatsar Kinsariya Bidyad Road","75.13"
"Drishti Eye Hospital","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","2679.12"
"General Hospital Ladnun","Nagaur","Kuchaman-Didwana- Ladnun","357.33"
"Government Ayurved Hospital","Nagaur","Kishan Garh Parbatsar Kuchaman City","14.59"
"Government Hospital Taausar","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","4375.09"
"Government Hospital, Asawari","Nagaur","Khinwsar to roon via Bhawanda Bhadora Senani","4989.10"
"Government Hospital, Badikhatu","Nagaur","Beawer to Nimbi Jodha Via Pisangan Govingarh Degana Khatu","28.45"
"Government Hospital, Balsamand","Nagaur","Kuchaman-Didwana- Ladnun","3489.76"
"Government Hospital, Beri Khurd","Nagaur","Jetaran Degana Deedwana Losal","2419.78"
"Government Hospital, Bidiyad","Nagaur","Parbatsar Kinsariya Bidyad Road","272.69"
"Government Hospital, Borawar","Nagaur","Palri Khatu via Manglana Makrana Borawad","31.51"
"Government Hospital, Chawandiya","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","2386.78"
"Government Hospital, Didwana","Nagaur","Kuchaman Didwana Ladnun","129.42"
"Government Hospital, Gailasar","Nagaur","Maulasar To Tohsina","1869.95"
"Government Hospital, Kasnau","Nagaur","FARDOD-KASNAU-KUCHERA ROAD","325.74"
"Government Hospital, Kathoti","Nagaur","Badighati  Degana  Deedwana","390.87"
"Government Hospital, Lunsara","Nagaur","Osiyan To Losal Via Panchla Sidha KHinwsar Kuchera Khatu","19.25"
"Government Hospital, Manana","Nagaur","Palri Khatu via Manglana Makrana Borawad","35.27"
"Government Hospital, Mithri","Nagaur","Jaipur Nagaur via Kuchaman Khatu","671.93"
"Government Hospital, Mundwa","Nagaur","Satur(NH12) to Mundwa via Beawer Merta city","78.31"
"Government Hospital, Padukalaan","Nagaur","Nasirabad Govind garh Rinya Padu Kalan","861.51"
"Governmet Hospital Shiv","Nagaur","Sheo  Phalsoond","3147.74"
"Governmet Hospital Sudrasan","Nagaur","Jetaran Degana Deedwana Losal","102.26"
"Govt Hospital,Pundlota","Nagaur","Ajmer-Badighati-Bherunda-Degana-Didwana","54.11"
"Govternment Hospital, Kuchaman City","Nagaur","Kuchaman Shirimadhopura via Chitawa","412.06"
"Gunawati Government Hospital","Nagaur","Makrana to Bidiyad","372.01"
"Harshit Hospital","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","1869.20"
"Jain Hospital","Nagaur","Bikaner Ladnu","438.34"
"JLN Government Hospital Nagaur","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","4671.33"
"Jodhpur Clinic","Nagaur","Palri Khatu via Manglana Makrana Borawad","1253.85"
"Kala Nursing Home","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","2518.84"
"Karni Hospital","Nagaur","Bikaner Ladnu","32.33"
"Laganshah Memorial Hospital and Research Centre","Nagaur","Palri Khatu via Manglana Makrana Borawad","770.30"
"Life Line Hospital","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","2872.32"
"M.N. Ghorawat Hospital","Nagaur","Bikaner Ladnu","174.69"
"M.N.Ghorawat Hospital and Research Centre","Nagaur","Kuchaman-Didwana- Ladnun","268.46"
"Mahadev Hospital","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","2407.70"
"Makrana Hospital","Nagaur","Palri Khatu via Manglana Makrana Borawad","75.88"
"Marudhar Hospital","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","1371.89"
"Marwar Child Care Centre","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","2501.82"
"Marwar Hospital","Nagaur","Jaipur Nagaur via Kuchaman Khatu","126.33"
"Marwar Janana Hospital","Nagaur","Kuchaman Didwana Ladnun","97.21"
"Nandrani Clinic","Nagaur","Beawar to Nimbi Jodha via Bherunda-Harsor-Degana-Khatu-Bantri","2.05"
"Naveen Clinic","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","289.73"
"Pagaria Eye & E.N.T Care Centre","Nagaur","Bikaner Ladnu","10.70"
"Parashar Clinic","Nagaur","Jaipur Nagaur via Kuchaman Khatu","1397.70"
"primery govt. hospital","Nagaur","Osiyan To Losal Via Panchla Sidha KHinwsar Kuchera Khatu","1611.46"
"Pujari Hospital","Nagaur","Dantiwara Piparcity Mertacity","256.46"
"Punia Hospital","Nagaur","Kuchaman-Didwana- Ladnun","433.28"
"Raj Hospital, Nagaur","Nagaur","Bikaner Ladnu","709.22"
"Rajat Hospital","Nagaur","Dantiwara Piparcity Mertacity","64.11"
"Ram Hospital","Nagaur","Dantiwara Piparcity Mertacity","517.49"
"Rathore Clinic","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","4019.81"
"Royal Homeopathic Clinic","Nagaur","Bikaner Ladnu","410.62"
"Seth Ganpat Ray Saraogi Eye Hospital","Nagaur","Bikaner Ladnu","101.70"
"Seth Sukhlal Memorial Mittal Hospital","Nagaur","Kuchaman Didwana Ladnun","288.29"
"Sharma Clinic","Nagaur","Jaipur Nagaur via Kuchaman Khatu","1489.98"
"Shivam Hospital and Pathri Nivaran Kendra","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","1452.36"
"Shree Krishna Hospital & Research Centre","Nagaur","Dantiwara Piparcity Mertacity","64.89"
"Shree Ram Hospital","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","906.28"
"Shree Rana Physiotherapy Clinic","Nagaur","Palri Khatu via Manglana Makrana Borawad","177.58"
"Shri Asharam Memorial Navjeevan Hospital","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","2528.61"
"Shri Choturam Memorial Hospital","Nagaur","Palri Khatu via Manglana Makrana Borawad","1220.69"
"Shri Hari Ram Hospital & Research Centre","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","2895.95"
"Shri Vinayak Eye Hospital","Nagaur","Dantiwara Piparcity Mertacity","18.68"
"Shriram Mangalam Hospital","Nagaur","Bikaner Ladnu","477.97"
"SK Eye Hospital, Deedwana","Nagaur","Kuchaman Didwana Ladnun","15.29"
"SMG Multispeciality Clinic","Nagaur","Beawar to Nimbi Jodha via Bherunda-Harsor-Degana-Khatu-Bantri","27.17"
"Solanki Eye Hospital","Nagaur","Parbatsar Kinsariya Bidyad Road","285.25"
"Sonu Hospital","Nagaur","Palri Khatu via Manglana Makrana Borawad","743.42"
"Suncity Hospital and Research Centre","Nagaur","Palrikhatu road 8.0 to 13.0","104.90"
"T.B. Hospital","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","2598.45"
"Urban Primary Health Care Centre Nagaur","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","1609.83"
"Utam Hospital & Nursing Home","Nagaur","Kuchaman Didwana Ladnun","125.98"
"Vinayak Roop Hospital and Research Centre","Nagaur","Dantiwara Piparcity Mertacity","54.94"
"Yash Clinic","Nagaur","Phalodi to Needar via Nagaur Tarnau Khatu Kuchaman","2526.89"
"Agarwal Hospital & Fertility Centre","Pali","BARMER JALORE SANDERAO DESURI AMARTIYA ROAD","23.90"
"Ayurvedic Hospital","Pali","Pali Mokalsar Road","626.57"
"B. Lal Hospital & Trauma Centre","Pali","Bilara- Sojat- Sojat Road-Desuri-Sadari-Pindwara","129.46"
"Bedwal Hospital","Pali","Shahpura Khetri Rajgarh","123.67"
"District Hospital, Pali","Pali","Pali Mokalsar Road","1681.51"
"Dr. A.K. Mathur","Pali","Pali Mokalsar Road","1201.67"
"Dr. Ankit Awasthi","Pali","Pali Mokalsar Road","1190.34"
"Dr. Hazarimal Choudhary","Pali","Pali Mokalsar Road","772.09"
"Dr. Kanaram Clinic","Pali","Jodhpur Rajola Sojat City Rendari Bhaisana Sojat road","193.85"
"Dr. Moga Child Hospital","Pali","BARMER JALORE SANDERAO DESURI AMARTIYA ROAD","24.28"
"Dr. Mohanlal Choudhary Hospital","Pali","Jodhpur Rajola Sojat City Rendari Bhaisana Sojat road","236.70"
"Dr. PR Menghani Skin Clinic","Pali","Pali Mokalsar Road","857.32"
"Dr. Pratibha Garg Nursing Home","Pali","Pali Mokalsar Road","961.81"
"Dr. Rafiq Qureshi","Pali","Pali Mokalsar Road","409.00"
"Dr. Shobha Verma Hospital","Pali","BARMER JALORE SANDERAO DESURI AMARTIYA ROAD","27.89"
"Dr. Vyas Hospital","Pali","BARMER JALORE SANDERAO DESURI AMARTIYA ROAD","19.95"
"E.S.I Hospital","Pali","Pali Mokalsar Road","219.10"
"ESI Hospital","Pali","BARMER JALORE SANDERAO DESURI AMARTIYA ROAD","423.38"
"Eye Hospital Pani Darwaja","Pali","Pali Mokalsar Road","728.18"
"Government Bangar Hospital","Pali","Sardar Samand Pali Ramasiya Nadol Desuri Road km 0/0 to 12/0","263.28"
"Government Bangur Hopital Pali","Pali","Pali Mokalsar Road","1025.77"
"Government Hospital","Pali","JADAN  MARWAR JUNCTION JOJAWAR KAMLIGHATT ROAD","46.51"
"Government Hospital Housing Board Colony Pali","Pali","Sardar Samand Pali Ramasiya Nadol Desuri Road km 0/0 to 12/0","2513.85"
"Government Hospital Narlai","Pali","Pali Ramasiya Nadol Desuri road","36.07"
"Government Hospital Rajola Kalan","Pali","Jodhpur Rajola Sojat City Rendari Bhaisana Sojat road","59.43"
"Government Hospital Sanderao","Pali","Takatgarh Sanderao Desuri","1462.81"
"Government Hospital Siyat","Pali","Bilara- Sojat- Sojat Road-Desuri-Sadari-Pindwara","103.67"
"Government Hospital Takhatgarh","Pali","Takatgarh Sanderao Desuri","1173.18"
"Government Hospital, Bagol","Pali","Bilara Sojat Desuri Pindwara road","242.36"
"Government Hospital, Bali","Pali","BARMER JALORE SANDERAO DESURI AMARTIYA ROAD","71.82"
"Government Hospital, Falna","Pali","BARMER JALORE SANDERAO DESURI AMARTIYA ROAD","52.22"
"Government Hospital, Hariyamali","Pali","Jodhpur Vinaykiya Sojat Bheem Baban Road","4326.45"
"Government Hospital, Lunawa","Pali","Bilara Sojat Siriyari Desuri Sadri Sewari Pindwara Road","252.45"
"Government Hospital, Nana","Pali","Bilara Sojat Siriyari Desuri Sadri Sewari Pindwara Road","2039.10"
"Governmet Hospital Sewari","Pali","Bilara Sojat Siriyari Desuri Sadri Sewari Pindwara Road","85.54"
"Governmet Hospital Shivtalao","Pali","Bilara Sojat Siriyari Desuri Sadri Sewari Pindwara Road","1455.46"
"Governmet Hospital Siriyari","Pali","Bilara Sojat Desuri Pindwara Road","70.56"
"Govt Hospital,Jawali","Pali","Sardar Samand Pali Nadol Desuri road km 49/0 to 74/0","4573.49"
"Goyal Eye Hospital and Research Centre","Pali","Pali Mokalsar Road","1515.12"
"Goyal Hospital","Pali","Jodhpur Rajola Sojat City Rendari Bhaisana Sojat road","588.15"
"Jain Hospital and Fertility Research Centre","Pali","BARMER JALORE SANDERAO DESURI AMARTIYA ROAD","32.19"
"Jodhpur Dental Hospital and Implant Centre","Pali","Pali Mokalsar Road","1127.25"
"Kavedia Hospital","Pali","Jodhpur Rajola Sojat City Rendari Bhaisana Sojat road","245.01"
"Khan Clinic","Pali","Sardar Samand Pali Ramasiya Nadol Desuri Road km 0/0 to 12/0","2863.63"
"Lions Club Homoepathic Hospital","Pali","Pali Mokalsar Road","79.78"
"Lodha Hospital and Research Centre","Pali","Pali Mokalsar Road","810.59"
"Malav Clinic","Pali","JADAN  MARWAR JUNCTION JOJAWAR KAMLIGHATT ROAD","21.65"
"Nandini Hospital","Pali","Pali Mokalsar Road","662.72"
"Neocare Physiotherapy Hospital","Pali","Pali Mokalsar Road","1013.84"
"Om Hospital","Pali","Sardar Samand Pali Ramasiya Nadol Desuri Road km 0/0 to 12/0","2703.87"
"Panwar Hospital","Pali","Pali Mokalsar Road","21.00"
"Patanjali Clinic","Pali","Jodhpur Rajola Sojat City Rendari Bhaisana Sojat road","51.42"
"Rohat Dental & General Hospital","Pali","Rohat Jalore Road","533.70"
"Rose Hospital","Pali","Pali Mokalsar Road","1135.57"
"Shivam Hospital","Pali","BARMER JALORE SANDERAO DESURI AMARTIYA ROAD","68.41"
"Shraddha Hospital and Multispeciality Centre","Pali","Pali Mokalsar Road","938.90"
"Shri Ram Hospital","Pali","Pali Mokalsar Road","1590.83"
"Vayad Hospital","Pali","Rohat Jalore Road","411.79"
"Government Hospital, Pahar Ganj","Pithoragarh","Bhavi Khinvsar Via Pipar City Road","4974.32"
"Aastha Hospital","Pratapgarh","Jhallara Dhariyawad Pratapgarh Mandsore Road","636.76"
"Dhaker Clinic","Pratapgarh","Tilaswa to Salawatiya Road","36.12"
"District Hospital Pratapgarh","Pratapgarh","Pratapgarh Arnod Pipaloda Road","503.52"
"Dr. Nitin Suthar Disha Hospital","Pratapgarh","Pratapgarh Arnod Pipaloda Road","721.57"
"Government Hospital, Karunda","Pratapgarh","Mangalwar Badisadri Choti Sadri Nemuch Road","1433.92"
"Government Pashu Hospital","Pratapgarh","Jhallara Dhariyawad Pratapgarh Mandsore Road","43.81"
"Rajdhani Clinic","Pratapgarh","Tilaswa to Salawatiya Road","40.20"
"Sky Lifeline Multispeciality Hospital","Pratapgarh","Jhallara Dhariyawad Pratapgarh Mandsore Road","48.44"
"Udgam Hospital","Pratapgarh","Jhallara Dhariyawad Pratapgarh Mandsore Road","458.35"
"Shyama Bagh Hospital","Pushkar","Ajmer-Pushkar Ghati Road","302.59"
"Bhagwan Mahaveer Hospital","Rajsamand","Phalodi Jodhpur Marwar Jn Kamli Ghat Mandal Road","101.59"
"Bhanawat Dental & Cosmetic Clinic","Rajsamand","Mavli Nathdwara Oden Khamnore Charbhuja road","1293.86"
"Dr Purohit Hospital","Rajsamand","Mavli Nathdwara Oden Khamnore Charbhuja road","58.80"
"Dr Rekha Sharma Nursing Home","Rajsamand","Mavli Nathdwara Oden Khamnore Charbhuja road","2503.26"
"Dr. M. L. Clinic","Rajsamand","Mavli Nathdwara Oden Khamnore Charbhuja road","2914.33"
"Dr. Rekha Sharma Hospital","Rajsamand","Mavli Nathdwara Oden Khamnore Charbhuja road","2450.21"
"Goverdhan Government Hospital Nathdwara","Rajsamand","Mavli Nathdwara Oden Khamnore Charbhuja road","2326.63"
"Government Hospital","Rajsamand","Jodhpur to Bheem up to NH8 via Vinakiya Rajola Sojat City Re","865.84"
"Government Hospital Tadawada","Rajsamand","Barmer Sindri Desuri Amartiya road","4206.05"
"Government Hospital, Barar","Rajsamand","Madri Amet Deogarh Lasani Tal Road","2725.95"
"Government Hospital, Charbhuja","Rajsamand","Barmer Sindri Desuri Amartiya road","81.02"
"Hari Singh Chouhan","Rajsamand","Madri Amet Deogarh Lasani Tal Road","65.37"
"Osteo Ayush Pain Clinic","Rajsamand","Phalodi Jodhpur Marwar Jn Kamli Ghat Mandal Road","10.25"
"Rajsamand Clinic","Rajsamand","Madri Amet Deogarh Tal Lasani road","31.25"
"Sankalp Physiotherapy Clinic","Rajsamand","Jodhpur to Bheem up to NH8 via Vinakiya Rajola Sojat City Re","628.06"
"Shree Ramchandra Memorial Hospital","Rajsamand","Madri Amet Deogarh Tal Lasani road","1194.17"
"Vandana Hospital","Rajsamand","Phalodi Jodhpur Marwar Jn Kamli Ghat Mandal Road","113.62"
"Vision Centre - Alakh Nayan Eye Hospital","Rajsamand","Mavli Nathdwara Oden Khamnore Charbhuja road","1003.86"
"Yogesh Clinic","Rajsamand","Jodhpur to Bheem up to NH8 via Vinakiya Rajola Sojat City Re","395.92"
"Afaan Clinic","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","1678.86"
"Apex","Sawai Madhopur","Bhadoti Mathura Via Gangapur Hindaun Bayana Bharatpur","15.03"
"City Dental & Skin Care","Sawai Madhopur","Bhadoti Mathura Via Gangapur Hindaun Bayana Bharatpur","53.12"
"CP Hospital","Sawai Madhopur","Bhadoti Mathura Via Gangapur Hindaun Bayana Bharatpur","2158.38"
"Davetwal Clinic","Sawai Madhopur","Bonli Newai Road","735.29"
"DR Haricharan Sharma Clinic","Sawai Madhopur","Bhadoti Mathura Via Gangapur Hindaun Bayana Bharatpur","20.27"
"Dr. Akram Khan Clinic","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","3598.46"
"Dr. Ashish Ortho and General Hospital","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","2433.92"
"Dr. C.P. Gupta Nursing Home","Sawai Madhopur","Bhadoti Mathura Via Gangapur Hindaun Bayana Bharatpur","637.45"
"Dr. Farzan Shaikh","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","4722.34"
"Dr. Gopal Gupta Hospital","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","2645.06"
"Dr. K P Meena","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","500.47"
"Dr. M.S. Chaprana Beelai","Sawai Madhopur","Bhadoti Mathura Via Gangapur Hindaun Bayana Bharatpur","1960.92"
"Dr. Mathuria Chest Clinic","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","2417.97"
"Dr. N S chouhan Clinic","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","495.28"
"Dr. R.S. Gupta","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","2434.87"
"Dr. Ramsingh Surgical Hospital","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","1627.20"
"Dr. Shubhkam Arya","Sawai Madhopur","Bhadoti Mathura Via Gangapur Hindaun Bayana Bharatpur","79.55"
"Dr. Vikas Meena Clinic","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","2603.05"
"Dr.M.P. Jain Memorial Hospital","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","2589.79"
"Gangauri Hospital","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","3482.81"
"Garg Hospital","Sawai Madhopur","Bhadoti Mathura Via Gangapur Hindaun Bayana Bharatpur","101.72"
"Garg Hospital and Research Centre","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","3643.55"
"Government Civil General Hospital, Gangapur City","Sawai Madhopur","Bhadoti Mathura Via Gangapur Hindaun Bayana Bharatpur","658.01"
"Government General Hospital, Sawai Madhopur","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","3488.01"
"Government Hospital, Batoda","Sawai Madhopur","Bhadoti Mathura viagangapur hindaun bayana bharatpur","67.89"
"Government Hospital, Malarna Dungar","Sawai Madhopur","Malarna Doongar to Malarna Station up to Biloli Nadi","23.69"
"Governmet Hospital Sesha","Sawai Madhopur","Jhalawar to Mathura Via Sawai Madhopur SH-001","2360.71"
"Goyal Eye Hospital","Sawai Madhopur","Gangapur Nadoti Sikandra Up to Distt. Border (GGC)","27.08"
"GulaB Devi Memorial Hospital","Sawai Madhopur","Bhadoti Mathura Via Gangapur Hindaun Bayana Bharatpur","469.42"
"H.D. Soni Hospital","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","2465.93"
"Indian Clinic","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","433.53"
"Jain Children and General Hospital","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","1252.52"
"Jeevan Surgical Hospital","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","54.89"
"Jyoti Nursing Home, Sawai Madhopur","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","483.94"
"Krishna General Hospital","Sawai Madhopur","Bhadoti Mathura Via Gangapur Hindaun Bayana Bharatpur","1016.12"
"Mother Child Care Hospital","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","3341.67"
"Railway Hospital","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","708.62"
"Sanjivni Homeo Clinic","Sawai Madhopur","Bhadoti Mathura Via Gangapur Hindaun Bayana Bharatpur","76.04"
"Shastri Nursing Home","Sawai Madhopur","Bhadoti Mathura Via Gangapur Hindaun Bayana Bharatpur","700.77"
"Shifa Health Care","Sawai Madhopur","Gangapur Nadoti Sikandra Up to Distt. Border (GGC)","213.77"
"VARDHMAN Hospital","Sawai Madhopur","Bhadoti Mathura Via Gangapur Hindaun Bayana Bharatpur","741.64"
"Vikas Hospital","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","616.36"
"Vishwas Hospital, Sawai Madhopur","Sawai Madhopur","Jhalawar Kota Sawai Madhopur Mathura Rd.","1194.03"
"Vyapar Mandal Hospital","Sawai Madhopur","Bhadoti Mathura Via Gangapur Hindaun Bayana Bharatpur","364.18"
"Aaryuvedic Hospital","Sikar","Chomu Churu","724.28"
"Agarwal Eye Hospital","Sikar","Sikar Khur Pachkodia","324.35"
"Apple Hospital and Test Tube Baby Centre","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","158.24"
"Arogyam Hospital","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","755.24"
"Ashok Nursing Home","Sikar","Alwar Shahpura Chirawa road","101.61"
"Bagaria Urology and Gynae Hospital","Sikar","Sikar Salasar Nokha","20.04"
"Balaji Nursing Home","Sikar","Sikar Khur Pachkodia","343.98"
"Bhaskar Poly Clinic","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","79.09"
"Bhumika Hospital","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","451.30"
"Bilkhiwal Hospital","Sikar","Sikar Khur Pachkodia","214.37"
"Bindal Eye Hospital","Sikar","Sikar Salasar Nokha","41.92"
"Bindal Hospital","Sikar","Sikar Salasar Nokha","30.95"
"Charak Kayakalp Hospital","Sikar","Sikar Salasar Nokha","56.74"
"Chhabra Eye Hospital","Sikar","Alwar Shahpura Chirawa road","34.87"
"Chhawani Hospital","Sikar","Alwar Shahpura Chirawa road","1439.99"
"City Hospital","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","75.82"
"Dayal Multispeciality Hospital","Sikar","Dhanni to Laxmangarh Nawalgarh  km 0/00 to 20/00","635.24"
"Dhaka Orthopaedic and Trauma Hospital","Sikar","Sikar Khur Pachkodia","190.03"
"Dhayal Hospital and Research Centre","Sikar","Kuchaman Khandela via Danta Khatu Reengus","42.75"
"Dr. Ajay Mishra","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","393.17"
"Dr. AK Vishwas","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","100.93"
"Dr. B.l. Kumawat","Sikar","Sikar Khur Pachkodia Upto Distt. Border","21.55"
"Dr. Banshidhar Clinic","Sikar","Chomu Churu road","3049.21"
"Dr. Devendra Dadhich","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","45.25"
"Dr. Dhabhai Skin Clinic","Sikar","Sikar Khur Pachkodia","156.54"
"Dr. Harlal Kuldeep","Sikar","Chomu Churu road","477.08"
"Dr. Harvans Kumar Goyal","Sikar","Alwar Shahpura Chirawa road","258.76"
"Dr. Hoshiyar Singh Chaudhary Piles Hospital","Sikar","Alwar Shahpura Chirawa road","295.65"
"Dr. Kailash Borkh","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","544.34"
"Dr. KD Sharma Hospital","Sikar","Sikar Khur Pachkodia","196.34"
"Dr. M.S. Batar Clinic","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","381.35"
"Dr. Madhav Singh Hospital","Sikar","Chomu Churu road","320.92"
"Dr. N.M. Goyal","Sikar","Sikar Khur Pachkodia","125.67"
"Dr. Naresh Kumar Pareek Clinic","Sikar","Chomu Churu road","963.77"
"Dr. Pramod Grag Clinic","Sikar","Chomu Churu road","118.97"
"Dr. R. C. Agarwal","Sikar","Sikar Khur Pachkodia","40.38"
"Dr. R.P. Bhalla Clinic","Sikar","Sikar Khur Pachkodia","49.14"
"Dr. R.S.Jangid","Sikar","Sikar Khur Pachkodia Upto Distt. Border","204.59"
"Dr. Rajeev Dhaka","Sikar","Dhanani to Laxmangarh,Bidasar,Nawalgarh km 20/00 to 46/00","479.70"
"Dr. Ramotar Modi","Sikar","Dhanani to Laxmangarh,Bidasar,Nawalgarh km 20/00 to 46/00","411.96"
"Dr. Sharad Lata Saini Hospital","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","165.68"
"Dr. Sumeet Narayan","Sikar","Alwar Shahpura Chirawa road","81.67"
"Dr. V.D. Meel","Sikar","Sikar Khur Pachkodia","57.36"
"Dr. Yogesh Kayakalp Hospital","Sikar","Sikar Khur Pachkodia","464.66"
"Dr. Yusuf Ali Clinic","Sikar","Sikar Khur Pachkodia","373.56"
"ECHS Polyclinic","Sikar","Alwar Shahpura Chirawa road","1829.77"
"Ganga Sagar Hospital","Sikar","Alwar Shahpura Chirawa road","101.14"
"Gangour Hospital and Maternity Centre","Sikar","Sikar Khur Pachkodia","264.81"
"Garg Nursing Home","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","115.10"
"Gaurav Hospital","Sikar","Sikar Khur Pachkodia","427.55"
"GetWell Hospital and Research Center","Sikar","Kotputali to Losal via Patan Neemkathana Chala Udaipurwati Sikar Dhod","444.33"
"Government Ayurved Hospital, Nangal","Sikar","NH-8antela dist jaipur to sh-8Akhachariyawas renwal border","4566.90"
"Government Ayurvedic Hospital","Sikar","Sikar Nawalgarh Luharu","4269.28"
"Government Hospital","Sikar","Sikar Salasar Nokha","44.47"
"Government Hospital Ranoli","Sikar","NH-8antela dist jaipur to sh-8Akhachariyawas renwal border","3530.10"
"Government Hospital Rasidpura","Sikar","Kuchaman Didwana Ladnun","869.40"
"Government Hospital Thoi","Sikar","Alwar Shahpura Chirawa","48.69"
"Government Hospital Tihawali","Sikar","Fatehpur-Mandawa-Jhunjhunu-Malsisar-Rajgarh road","2733.43"
"Government Hospital, Aabhawas","Sikar","NH-52Mandha to renwal uptodist bordervia khatu lamiya pachar","2830.87"
